0,53
1,49
2,45
3,51
4,51
5,54
6,54
7,47
8,45
9,48
10,45
11,48
12,49
13,51
14,38
15,49
16,36
17,65
18,33
19,40
20,49
21,46
22,46
23,44
24,40
25,40
26,40
27,42
28,38
29,45
30,39
31,50
32,39
33,45
34,47
35,44
36,48
37,34
38,42
39,48
40,34
41,51
42,35
43,39
44,50
45,54
46,45
47,42
48,41
49,47
50,42
51,44
52,41
53,47
54,41
55,47
56,48
57,58
58,34
59,38
60,45
61,47
62,49
63,50
64,48
65,34
66,46
67,38
68,49
69,56
70,44
71,48
72,44
73,54
74,53
75,47
76,48
77,45
78,37
79,50
80,62
81,33
82,52
83,50
84,47
85,46
86,58
87,48
88,45
89,51
90,49
91,62
92,62
93,43
94,61
95,49
96,57
97,42
98,47
99,48
100,41
