0,58
1,50
2,51
3,50
4,51
5,55
6,60
7,51
8,59
9,69
10,58
11,63
12,51
13,61
14,67
15,53
16,68
17,42
18,54
19,39
20,43
21,44
22,41
23,47
24,45
25,46
26,36
27,45
28,39
29,38
30,36
31,35
32,32
33,32
34,34
35,51
36,39
37,45
38,30
39,24
40,46
41,40
42,45
43,38
44,44
45,42
46,52
47,50
48,40
49,43
50,48
51,47
52,48
53,41
54,38
55,42
56,43
57,55
58,37
59,52
60,50
61,41
62,45
63,43
64,52
65,46
66,39
67,47
68,36
69,36
70,42
71,47
72,36
73,40
74,35
75,39
76,37
77,46
78,53
79,30
80,47
81,34
82,36
83,51
84,59
85,49
86,57
87,49
88,46
89,38
90,51
91,54
92,39
93,58
94,50
95,55
96,54
97,66
98,57
99,66
100,41
